jittered_title,seed_title,onet_code,onet_name
Hiring Scope Tech - Competitive Pay & Sign-On Bonus!,Scope Tech (Scope Technician),31-9099.02,Endoscopy Technicians
Scope Technician (Sterilization & Maintenance) - Immediate Vacancy,Scope Tech (Scope Technician),31-9099.02,Endoscopy Technicians
Experienced Scope Tech Wanted - Flexible Scheduling Available,Scope Tech (Scope Technician),31-9099.02,Endoscopy Technicians
"Occupational Medicine Physician - No Call, Great Work-Life Balance",Occupational Medicine Physician,29-1229.05,Preventive Medicine Physicians
Urgently Hiring: Occupational Medicine Physician (Corporate Wellness Focus),Occupational Medicine Physician,29-1229.05,Preventive Medicine Physicians
Full-Time Occupational Medicine Physician Needed - Competitive Compensation!,Occupational Medicine Physician,29-1229.05,Preventive Medicine Physicians
Join Our Team: Occupational Medicine Physician (Industrial Health),Occupational Medicine Physician,29-1229.05,Preventive Medicine Physicians
Occupational Medicine Physician Opportunity - Relocation Assistance Offered,Occupational Medicine Physician,29-1229.05,Preventive Medicine Physicians
Creative Art Instructor Needed - Paint & Sip Nights! (Flexible Schedule),Art Instructor,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
Art Instructor (Part-Time) - Children's After-School Programs,Art Instructor,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
Traveling Art Instructor - Workshops & Events Nationwide,Art Instructor,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
Art Instructor Wanted: Digital Illustration & Graphic Design (Remote Possible),Art Instructor,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
Enthusiastic Art Instructor Needed at Community Arts Center,Art Instructor,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
Senior Drilling Engineer - Offshore Operations (Gulf of Mexico),Drilling Engineer,17-2171.00,Petroleum Engineers
Drilling Engineer - Onshore Exploration Projects - Urgent Hiring,Drilling Engineer,17-2171.00,Petroleum Engineers
Hiring Immediately: Drilling Engineer (Well Planning & Execution),Drilling Engineer,17-2171.00,Petroleum Engineers
"Experienced Drilling Engineer Wanted - Oil & Gas Sector (Midland, TX)",Drilling Engineer,17-2171.00,Petroleum Engineers
Drilling Engineer Opportunity - International Rotation Available,Drilling Engineer,17-2171.00,Petroleum Engineers
Residence Life Director - Campus Housing & Student Engagement,Residence Life Director,39-9041.00,Residential Advisors
Seeking an Experienced Residence Life Director (Immediate Start Date),Residence Life Director,39-9041.00,Residential Advisors
Director of Residence Life - Residential Education & Leadership Programs,Residence Life Director,39-9041.00,Residential Advisors
Residence Life Director - Join Our Vibrant University Community,Residence Life Director,39-9041.00,Residential Advisors
Now Hiring: Residence Life Director - Student Success Initiatives,Residence Life Director,39-9041.00,Residential Advisors
Security Agent - Corporate Headquarters (Night Shift Available),Security Agent,33-9032.00,Security Guards
Immediate Opening: Security Agent - Retail Mall Surveillance Team,Security Agent,33-9032.00,Security Guards
Security Agent Needed for Private Events & VIP Protection Assignments,Security Agent,33-9032.00,Security Guards
"Hiring Security Agent - Entry Level OK, Training Provided",Security Agent,33-9032.00,Security Guards
Dedicated Security Agent - High-Rise Building Downtown,Security Agent,33-9032.00,Security Guards
Tower Hand Needed - Telecom Tower Climbing (Paid Training Provided!),Tower Hand,47-2221.00,Structural Iron and Steel Workers
Experienced Tower Hand - Immediate Start with Overtime Available,Tower Hand,47-2221.00,Structural Iron and Steel Workers
Seeking Tower Hand for Nationwide Travel Assignments,Tower Hand,47-2221.00,Structural Iron and Steel Workers
Tower Hand (Cell Tower Technician) - Excellent Benefits Package,Tower Hand,47-2221.00,Structural Iron and Steel Workers
Urgent Hiring: Tower Hand - Wireless Infrastructure Projects,Tower Hand,47-2221.00,Structural Iron and Steel Workers
Anthropology Professor - Tenure Track Position at Prestigious Liberal Arts College,Anthropology Professor,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
Visiting Professor of Anthropology (Cultural Focus) - Fall Semester Only,Anthropology Professor,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
Adjunct Faculty Anthropology Professor Needed - Evening Classes,Anthropology Professor,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
Assistant Anthropology Professor - Research & Teaching Role,Anthropology Professor,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
Anthropology Professor Opening: Expertise in Indigenous Cultures Preferred,Anthropology Professor,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
"Log Grader - Immediate Hire, Timber Division",Log Grader,45-4023.00,Log Graders and Scalers
Experienced Log Grader Needed - Competitive Pay & Benefits,Log Grader,45-4023.00,Log Graders and Scalers
Log Grader/Scaler - Lumber Yard Operations (Full-Time),Log Grader,45-4023.00,Log Graders and Scalers
Part-Time Log Grader Position - Flexible Schedule Available,Log Grader,45-4023.00,Log Graders and Scalers
"Log Grader Required - Forestry Products Department, Entry-Level Welcome",Log Grader,45-4023.00,Log Graders and Scalers
"Marine Safety Officer - Port Operations, San Diego Bay",Marine Safety Officer,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
"Seeking Marine Safety Officer (Full-Time, Certification Required)",Marine Safety Officer,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
Marine Safety Officer Position Available - Coastal Patrol Unit,Marine Safety Officer,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
Immediate Vacancy: Marine Safety Officer (Weekend Shifts),Marine Safety Officer,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
Marine Safety Officer - Competitive Salary & Benefits Package,Marine Safety Officer,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
Transportation Maintenance Specialist (TMS) - Highway Division,Transportation Maintenance Specialist (TMS),47-4051.00,Highway Maintenance Workers
Now Hiring: Transportation Maintenance Specialist - Roadway Operations,Transportation Maintenance Specialist (TMS),47-4051.00,Highway Maintenance Workers
Transportation Maintenance Specialist (TMS) - Night Shift Available,Transportation Maintenance Specialist (TMS),47-4051.00,Highway Maintenance Workers
Join Our Team as a Transportation Maintenance Specialist,Transportation Maintenance Specialist (TMS),47-4051.00,Highway Maintenance Workers
"Transportation Maintenance Specialist Needed - CDL Preferred, Training Provided",Transportation Maintenance Specialist (TMS),47-4051.00,Highway Maintenance Workers
Mechanic Helper Wanted - Automotive Shop (No Experience Necessary!),Mechanic Helper,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
"Entry-Level Mechanic Helper - Immediate Start, Great Pay!",Mechanic Helper,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
"Mechanic Helper - Diesel Engines, Training Included",Mechanic Helper,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
"Mechanic Helper Position - Apply Today, Start Tomorrow",Mechanic Helper,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
Hiring Mechanic Helper - Excellent Benefits & Career Growth,Mechanic Helper,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
"Reprographics Technician (Full-Time) - Immediate Hire, Great Benefits!",Reprographics Technician,43-9071.00,"Office Machine Operators, Except Computer"
"Document & Reprographics Technician - Downtown Office, Flexible Hours",Reprographics Technician,43-9071.00,"Office Machine Operators, Except Computer"
"Printing & Reprographics Technician - $18/hr, Entry-Level Welcome!",Reprographics Technician,43-9071.00,"Office Machine Operators, Except Computer"
Part-Time Reprographics Technician Needed - Campus Print Services,Reprographics Technician,43-9071.00,"Office Machine Operators, Except Computer"
Lead Reprographics Technician | Corporate HQ Support Team,Reprographics Technician,43-9071.00,"Office Machine Operators, Except Computer"
Chief Operating Officer (COO) - Rapidly Growing HealthTech Startup,Chief Operating Officer (COO),11-1011.00,Chief Executives
COO Opportunity: Strategic Operations Leader for Global Expansion,Chief Operating Officer (COO),11-1011.00,Chief Executives
Chief Operating Officer - Transformative Nonprofit Organization,Chief Operating Officer (COO),11-1011.00,Chief Executives
Experienced COO Needed - Oversee Multi-Site Operations,Chief Operating Officer (COO),11-1011.00,Chief Executives
Chief Operating Officer | Join Our Executive Leadership Team Today!,Chief Operating Officer (COO),11-1011.00,Chief Executives
Scientific Informatics Analyst - Bioinformatics & Data Integration,Scientific Informatics Analyst,15-2099.01,Bioinformatics Technicians
Seeking Scientific Informatics Analyst - Join Our Research Informatics Team,Scientific Informatics Analyst,15-2099.01,Bioinformatics Technicians
Scientific Informatics Analyst (Remote Optional) - Pharma Industry,Scientific Informatics Analyst,15-2099.01,Bioinformatics Technicians
Exciting Role for Scientific Informatics Analyst - Lab Automation Focus,Scientific Informatics Analyst,15-2099.01,Bioinformatics Technicians
Scientific Informatics Analyst Needed for Cutting-Edge Genomics Projects,Scientific Informatics Analyst,15-2099.01,Bioinformatics Technicians
"Physical Therapy Assistant (PTA) - Skilled Nursing Facility, $2K Bonus!",Physical Therapy Assistant (PTA),31-2021.00,Physical Therapist Assistants
PTA Needed Immediately - Outpatient Rehab Center - Competitive Pay,Physical Therapy Assistant (PTA),31-2021.00,Physical Therapist Assistants
Join Our Team as a Physical Therapy Assistant (PTA) - Flexible Schedule,Physical Therapy Assistant (PTA),31-2021.00,Physical Therapist Assistants
Physical Therapy Assistant (PTA) - Travel Opportunity Available,Physical Therapy Assistant (PTA),31-2021.00,Physical Therapist Assistants
Physical Therapy Assistant - Full-Time Role in Orthopedic Clinic,Physical Therapy Assistant (PTA),31-2021.00,Physical Therapist Assistants
Library Technical Assistant (LTA) - Part-Time Evenings & Weekends,Library Technical Assistant (LTA),25-4031.00,Library Technicians
LTA Opening: Library Technical Assistant at Community College Library,Library Technical Assistant (LTA),25-4031.00,Library Technicians
"Library Technical Assistant Needed - Children's Department, Public Library",Library Technical Assistant (LTA),25-4031.00,Library Technicians
Library Technical Assistant (LTA) - Excellent Benefits & PTO,Library Technical Assistant (LTA),25-4031.00,Library Technicians
Immediate Hire: Library Technical Assistant - Digital Archives Team,Library Technical Assistant (LTA),25-4031.00,Library Technicians
Screen Making Technician (Entry-Level) - Immediate Hire!,Screen Making Technician,51-9194.00,Etchers and Engravers
Urgently Hiring: Experienced Screen Making Technician - 2nd Shift,Screen Making Technician,51-9194.00,Etchers and Engravers
Screen Making Technician Needed ASAP - Competitive Pay & Benefits,Screen Making Technician,51-9194.00,Etchers and Engravers
Join Our Team as a Screen Making Technician! Training Provided,Screen Making Technician,51-9194.00,Etchers and Engravers
Screen Making Technician – Fabrication Department – Apply Now,Screen Making Technician,51-9194.00,Etchers and Engravers
Remote Medical Coder - Flexible Scheduling Available!,Coder,29-2072.00,Medical Records Specialists
"Coder II (Outpatient Surgery) - $5,000 Sign-On Bonus!",Coder,29-2072.00,Medical Records Specialists
Part-Time Certified Coder Needed Immediately - Great Pay!,Coder,29-2072.00,Medical Records Specialists
Coder - Health Information Management (HIM) Department,Coder,29-2072.00,Medical Records Specialists
Entry-Level Medical Coder - Comprehensive Training Provided,Coder,29-2072.00,Medical Records Specialists
"Certified Nursing Assistant (CNA) - Night Shift - $2,000 Bonus!",Nursing Assistant,31-1131.00,Nursing Assistants
Nursing Assistant - Skilled Nursing Facility - Immediate Openings,Nursing Assistant,31-1131.00,Nursing Assistants
Now Hiring Nursing Assistants! No Experience Required,Nursing Assistant,31-1131.00,Nursing Assistants
Nursing Assistant (CNA) - Part-Time Weekend Shifts Available,Nursing Assistant,31-1131.00,Nursing Assistants
Join Our Dedicated Team as a Nursing Assistant - Flexible Hours,Nursing Assistant,31-1131.00,Nursing Assistants
Railcar Switcher Operator - Immediate Start – Competitive Pay!,Railcar Switcher,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
Now Hiring Railcar Switcher – No Experience Necessary,Railcar Switcher,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
Railcar Switcher Position Available – 3rd Shift (Full-Time),Railcar Switcher,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
Railcar Switcher Needed - Railroad Operations Department,Railcar Switcher,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
Urgent Opening: Railcar Switcher - Excellent Benefits Package,Railcar Switcher,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
Market Research Analyst - Consumer Insights Team - Remote Opportunity!,Market Research Analyst,13-1161.00,Market Research Analysts and Marketing Specialists
Hiring Immediately: Market Research Analyst - Retail Sector,Market Research Analyst,13-1161.00,Market Research Analysts and Marketing Specialists
Market Research Analyst Needed – Entry-Level Welcome!,Market Research Analyst,13-1161.00,Market Research Analysts and Marketing Specialists
